Club,Abbreviation,Gross_PW_GBP,Gross_PY_GBP,Adj_Gross_GBP,Keeper_GBP,Defense_GBP,Midfield_GBP,Forward_GBP,Season,League
Norwich,NOR,620577.0,32270000.0,34462415.0,3480000.0,15280000.0,7230000.0,6280000.0,2021-2022,Premier League
Brentford,BTD,550115.0,28606000.0,30549483.0,2080000.0,8686000.0,8220000.0,9620000.0,2021-2022,Premier League
Manchester United,MUN,4657500.0,242190000.0,242190000.0,25740000.0,72930000.0,52520000.0,91000000.0,2022-2023,Premier League
Chelsea,CHE,4357000.0,226564000.0,226564000.0,14560000.0,80964000.0,54080000.0,76960000.0,2022-2023,Premier League
Manchester City,MCI,3830000.0,199160000.0,199160000.0,9620000.0,71500000.0,39780000.0,78260000.0,2022-2023,Premier League
Liverpool,LIV,3285000.0,170820000.0,170820000.0,11440000.0,49660000.0,54340000.0,55380000.0,2022-2023,Premier League
Arsenal,ARS,2558000.0,133016000.0,133016000.0,8060000.0,38896000.0,37960000.0,48100000.0,2022-2023,Premier League
Tottenham,TOT,2245000.0,116740000.0,116740000.0,9880000.0,40300000.0,26780000.0,39780000.0,2022-2023,Premier League
Aston Villa,AVA,2092885.0,108830000.0,108830000.0,9880000.0,35620000.0,28600000.0,34730000.0,2022-2023,Premier League
Newcastle,NEW,1775500.0,92326000.0,92326000.0,7800000.0,32500000.0,19370000.0,32656000.0,2022-2023,Premier League
West Ham,WHU,1710000.0,88920000.0,88920000.0,11440000.0,29640000.0,8060000.0,39780000.0,2022-2023,Premier League
Everton,EVE,1661000.0,86372000.0,86372000.0,9620000.0,34632000.0,20540000.0,21580000.0,2022-2023,Premier League
Leicester,LEI,1630000.0,84760000.0,84760000.0,4680000.0,31980000.0,20020000.0,28080000.0,2022-2023,Premier League
Nottingham Forest,NTG,1475962.0,76750000.0,76750000.0,10790000.0,25480000.0,15860000.0,24620000.0,2022-2023,Premier League
Crystal Palace,CRY,1355000.0,70460000.0,70460000.0,7800000.0,21580000.0,23140000.0,17940000.0,2022-2023,Premier League
Wolverhampton,WLV,1303500.0,67782000.0,67782000.0,2600000.0,11856000.0,19396000.0,33930000.0,2022-2023,Premier League
Fulham,FUL,1200000.0,62400000.0,62400000.0,5460000.0,23920000.0,12740000.0,20280000.0,2022-2023,Premier League
Southampton,SOU,1198000.0,62296000.0,62296000.0,4680000.0,13416000.0,15860000.0,28340000.0,2022-2023,Premier League
Leeds,LEE,1174500.0,61074000.0,61074000.0,3120000.0,19214000.0,11700000.0,27040000.0,2022-2023,Premier League
Bournemouth,BOU,977000.0,50804000.0,50804000.0,5044000.0,17368000.0,9672000.0,18720000.0,2022-2023,Premier League
Brighton,BHA,863000.0,44876000.0,44876000.0,2860000.0,13780000.0,13676000.0,14560000.0,2022-2023,Premier League
Brentford,BTD,738000.0,38376000.0,38376000.0,2600000.0,16016000.0,9100000.0,10660000.0,2022-2023,Premier League
Manchester City,MCI,3786000.0,196872000.0,196872000.0,13832000.0,63440000.0,26000000.0,93600000.0,2023-2024,Premier League
Manchester United,MUN,3764346.0,195746000.0,195746000.0,10400000.0,67366000.0,38480000.0,79500000.0,2023-2024,Premier League
Arsenal,ARS,3298000.0,171496000.0,171496000.0,11180000.0,47476000.0,31460000.0,81380000.0,2023-2024,Premier League
Chelsea,CHE,3022500.0,157170000.0,157170000.0,6240000.0,73840000.0,30030000.0,47060000.0,2023-2024,Premier League
Liverpool,LIV,2730000.0,141960000.0,141960000.0,11440000.0,48100000.0,37700000.0,44720000.0,2023-2024,Premier League
Tottenham,TOT,2567500.0,133510000.0,133510000.0,14170000.0,37440000.0,29900000.0,52000000.0,2023-2024,Premier League
Aston Villa,AVA,2182885.0,113510000.0,113510000.0,9360000.0,42640000.0,28080000.0,33430000.0,2023-2024,Premier League
West Ham,WHU,2013000.0,104676000.0,104676000.0,9828000.0,29900000.0,23920000.0,41028000.0,2023-2024,Premier League
Newcastle,NEW,1695000.0,88140000.0,88140000.0,6240000.0,32864000.0,26624000.0,22412000.0,2023-2024,Premier League
Everton,EVE,1563808.0,81318000.0,81318000.0,7280000.0,24492000.0,25860000.0,23686000.0,2023-2024,Premier League
Nottingham Forest,NTG,1418077.0,73740000.0,73740000.0,7910000.0,26000000.0,14040000.0,25790000.0,2023-2024,Premier League
Crystal Palace,CRY,1415000.0,73580000.0,73580000.0,8190000.0,24700000.0,18720000.0,21970000.0,2023-2024,Premier League
Fulham,FUL,1307500.0,67990000.0,67990000.0,8060000.0,19890000.0,11960000.0,28080000.0,2023-2024,Premier League
Brighton,BHA,1285000.0,66820000.0,66820000.0,3380000.0,20280000.0,12870000.0,30290000.0,2023-2024,Premier League
Wolverhampton,WLV,1200000.0,62400000.0,62400000.0,4160000.0,21580000.0,12220000.0,24440000.0,2023-2024,Premier League
Bournemouth,BOU,1102500.0,57330000.0,57330000.0,6500000.0,14456000.0,11934000.0,24440000.0,2023-2024,Premier League
Brentford,BTD,898500.0,46722000.0,46722000.0,3900000.0,19032000.0,11310000.0,12480000.0,2023-2024,Premier League
Burnley,RNL,785500.0,40846000.0,40846000.0,3120000.0,9308000.0,9620000.0,18798000.0,2023-2024,Premier League
Sheffield United,SHU,680000.0,35360000.0,35360000.0,3302000.0,13338000.0,10790000.0,7930000.0,2023-2024,Premier League
Luton Town,LUT,503500.0,26182000.0,26182000.0,2990000.0,8190000.0,7540000.0,7462000.0,2023-2024,Premier League
Manchester City,MCI,4351800.0,226293600.0,226293600.0,11440000.0,58292000.0,41288000.0,115273600.0,2024-2025,Premier League
Chelsea,CHE,3295300.0,171355600.0,171355600.0,15407600.0,64324000.0,27560000.0,64064000.0,2024-2025,Premier League
Manchester United,MUN,3292750.0,171223000.0,171223000.0,10400000.0,65949000.0,33748000.0,61126000.0,2024-2025,Premier League
Arsenal,ARS,3268000.0,169936000.0,169936000.0,7800000.0,55744000.0,35360000.0,71032000.0,2024-2025,Premier League
Liverpool,LIV,2855650.0,148493800.0,148493800.0,11960000.0,54990000.0,28633800.0,52910000.0,2024-2025,Premier League
Aston Villa,AVA,2699650.0,140381800.0,140381800.0,10909600.0,39702000.0,37336000.0,52434200.0,2024-2025,Premier League
Tottenham,TOT,2329250.0,121121000.0,121121000.0,10270000.0,39936000.0,13299000.0,57616000.0,2024-2025,Premier League
Newcastle,NEW,2123300.0,110411600.0,110411600.0,8788000.0,43201600.0,31486000.0,26936000.0,2024-2025,Premier League
West Ham,WHU,1984000.0,103168000.0,103168000.0,10400000.0,24050000.0,24908000.0,43810000.0,2024-2025,Premier League
Wolverhampton,WLV,1585000.0,82420000.0,82420000.0,7280000.0,27352000.0,23972000.0,23816000.0,2024-2025,Premier League
Crystal Palace,CRY,1472000.0,76544000.0,76544000.0,8320000.0,28470000.0,14352000.0,25402000.0,2024-2025,Premier League
Everton,EVE,1419000.0,73788000.0,73788000.0,8658000.0,23452000.0,19240000.0,22438000.0,2024-2025,Premier League
Fulham,FUL,1375500.0,71526000.0,71526000.0,7280000.0,22880000.0,10400000.0,30966000.0,2024-2025,Premier League
Brighton,BHA,1299250.0,67561000.0,67561000.0,4056000.0,25350000.0,12402000.0,25753000.0,2024-2025,Premier League
Leicester,LEI,1282500.0,66690000.0,66690000.0,4160000.0,21710000.0,16536000.0,24284000.0,2024-2025,Premier League
Nottingham Forest,NTG,1268500.0,65962000.0,65962000.0,3120000.0,22984000.0,19136000.0,20722000.0,2024-2025,Premier League
Southampton,SOU,1041000.0,54132000.0,54132000.0,9100000.0,16666000.0,11180000.0,17186000.0,2024-2025,Premier League
Bournemouth,BOU,1036500.0,53898000.0,53898000.0,4316000.0,14352000.0,14040000.0,21190000.0,2024-2025,Premier League
Brentford,BTD,862750.0,44863000.0,44863000.0,2600000.0,17537000.0,8866000.0,15860000.0,2024-2025,Premier League
Ipswich Town,IPS,784000.0,40768000.0,40768000.0,3640000.0,14066000.0,12376000.0,10686000.0,2024-2025,Premier League
Manchester City,MCI,4275300.0,222315600.0,222315600.0,22100000.0,55744000.0,51662000.0,92809600.0,2025-2026,Premier League
Arsenal,ARS,3641000.0,189332000.0,189332000.0,8320000.0,49660000.0,26520000.0,104832000.0,2025-2026,Premier League
Liverpool,LIV,3350400.0,174220800.0,174220800.0,13624000.0,51896000.0,24200800.0,84500000.0,2025-2026,Premier League
Chelsea,CHE,3169000.0,164788000.0,164788000.0,7956000.0,64532000.0,23400000.0,68900000.0,2025-2026,Premier League
Manchester United,MUN,3121750.0,162331000.0,162331000.0,10400000.0,61451000.0,25896000.0,64584000.0,2025-2026,Premier League
Tottenham,TOT,2556000.0,132912000.0,132912000.0,6240000.0,38766000.0,24466000.0,63440000.0,2025-2026,Premier League
Aston Villa,AVA,2506100.0,130317200.0,130317200.0,10400000.0,41241200.0,32760000.0,45916000.0,2025-2026,Premier League
Newcastle,NEW,2242000.0,116584000.0,116584000.0,10920000.0,35256000.0,35880000.0,34528000.0,2025-2026,Premier League
Nottingham Forest,NTG,1797250.0,93457000.0,93457000.0,5720000.0,33709000.0,17420000.0,36608000.0,2025-2026,Premier League
West Ham,WHU,1656600.0,86143200.0,86143200.0,11960000.0,24752000.0,21091200.0,28340000.0,2025-2026,Premier League
Fulham,FUL,1490750.0,77519000.0,77519000.0,8320000.0,24219000.0,11700000.0,33280000.0,2025-2026,Premier League
Everton,EVE,1449600.0,75379200.0,75379200.0,9958000.0,27092000.0,14560000.0,23769200.0,2025-2026,Premier League
Wolverhampton,WLV,1391500.0,72358000.0,72358000.0,6760000.0,27612000.0,17550000.0,20436000.0,2025-2026,Premier League
Sunderland,SUN,1308000.0,68016000.0,68016000.0,4160000.0,27586000.0,16588000.0,19682000.0,2025-2026,Premier League
Crystal Palace,CRY,1304400.0,67828800.0,67828800.0,7982000.0,21860800.0,15080000.0,22906000.0,2025-2026,Premier League
Bournemouth,BOU,1207000.0,62764000.0,62764000.0,4160000.0,17160000.0,17264000.0,24180000.0,2025-2026,Premier League
Brighton,BHA,1166250.0,60645000.0,60645000.0,3640000.0,24102000.0,9906000.0,22997000.0,2025-2026,Premier League
Leeds,LEE,1140500.0,59306000.0,59306000.0,6240000.0,18200000.0,8580000.0,26286000.0,2025-2026,Premier League
Burnley,RNL,1061346.0,55190000.0,55190000.0,4004000.0,22490000.0,9100000.0,19596000.0,2025-2026,Premier League
Brentford,BTD,1044250.0,54301000.0,54301000.0,4680000.0,14456000.0,12506000.0,22659000.0,2025-2026,Premier League
